,B_cell,CD4_Tcell,CD8_Tcell,Neutrophil,Macrophage,Dendritic
STK4,445.0,785.3333333333334,1054.6666666666667,2624.3333333333335,615.0,423.3333333333333
STK40,91.0,214.0,261.0,1571.0,842.0,297.0
STT3A,63.0,65.0,154.0,139.0,152.0,163.0
STX11,125.0,253.0,129.0,1780.0,1342.0,372.0
STXBP2,131.0,225.0,57.0,954.0,436.0,494.0
SUB1,443.5,1014.5,1286.0,463.0,531.0,631.0
SUN2,245.0,532.0,413.0,133.0,212.0,253.0
SUPT16H,564.0,1971.0,367.0,50.0,295.0,605.0
SUSD1,205.0,303.0,316.0,192.0,400.0,363.0
SWAP70,806.0,51.0,40.5,91.5,237.0,374.0
SYK,515.5,156.5,72.0,809.5,439.5,495.0
SYNCRIP,141.0,102.33333333333333,252.33333333333334,107.33333333333333,234.0,287.3333333333333
SYNE2,181.0,253.0,1003.0,57.0,220.0,131.0
SYNRG,196.5,309.0,275.5,129.5,165.0,234.0
SYTL3,79.0,2988.0,610.0,999.0,103.0,150.0
TAF1D,673.0,1912.0,656.0,382.0,377.0,750.0
TAF4B,130.0,463.0,97.0,130.0,62.0,133.0
TAGAP,924.5,391.0,928.0,2982.0,256.5,187.0
TALDO1,222.0,254.0,258.0,2215.0,4800.0,1386.0
TANK,213.5,109.0,207.0,588.0,1145.5,288.0
TAOK1,137.0,275.0,536.0,603.0,1337.0,570.0
TAP1,180.0,15.0,182.0,879.0,529.0,331.0
TAP2,623.0,725.0,664.0,1234.0,755.0,417.0
TARDBP,379.0,2209.0,922.0,766.0,1321.0,567.0
TBC1D10C,795.0,2608.0,2536.0,2153.0,196.0,881.0
TBC1D13,55.5,88.5,95.0,30.5,135.0,93.5
TBL1X,61.0,76.0,57.0,1321.0,282.0,483.0
TBL1XR1,309.0,344.0,314.0,922.5,580.5,491.5
TBX21,169.0,593.0,664.0,138.0,241.0,68.0
TBXAS1,127.0,218.0,60.0,898.0,262.0,207.0
TCF19,216.0,1792.0,211.0,167.0,138.0,47.0
TCF3,503.3333333333333,93.33333333333333,122.0,74.33333333333333,112.66666666666667,140.0
TCF7,348.0,2650.0,1460.0,528.0,236.0,132.0
TCIRG1,142.0,431.0,71.0,833.0,4235.0,1023.0
TCL1A,2211.5,104.5,115.0,65.0,56.5,40.0
TCTN2,1048.0,169.0,89.0,6729.0,392.0,80.0
TDP1,190.0,146.0,50.0,70.0,161.0,538.0
TET2,167.0,586.0,194.0,1615.0,860.0,910.0
TFEC,104.5,24.5,47.0,113.5,830.0,694.5
TFPI2,15.0,1.0,1.0,25.0,2333.0,3.0
TFRC,133.0,2044.0,134.0,164.0,156.0,2134.0
TGFA,290.0,10.0,44.0,447.0,317.0,158.0
TGFB1,322.0,820.0,346.0,814.0,519.0,1357.0
TGFBI,103.0,331.0,137.0,36.0,417.0,2422.0
TGFBR1,210.0,152.0,39.0,239.0,253.0,237.0
TGOLN2,72.0,87.0,169.0,270.0,544.0,247.0
TGS1,162.0,425.0,218.0,283.0,282.0,206.0
THBS1,130.0,32.0,99.0,239.0,2661.0,73.0
THOC4,202.5,1758.0,350.5,160.5,343.5,570.0
THRAP3,333.0,327.0,560.0,1514.0,857.0,672.0
TIFA,382.0,4911.0,444.0,722.0,695.0,520.0
TIFAB,130.0,86.0,78.0,120.0,84.0,939.0
TIGIT,143.0,198.0,758.0,68.0,46.0,61.0
TIMP2,13.0,34.0,6.0,905.0,129.0,1116.0
TK2,58.0,163.0,147.0,359.0,226.0,702.0
TLE3,149.0,87.0,98.0,585.0,122.0,79.0
TLR1,43.0,35.0,6.0,821.0,163.0,192.0
TLR10,505.5,245.5,57.5,233.0,114.0,69.0
TLR2,46.0,106.0,46.0,712.0,2079.0,316.0
TLR4,65.5,54.5,30.0,1079.0,294.5,434.0
TLR8,149.0,238.0,80.0,4900.0,3660.0,1223.0
TM2D2,150.0,242.0,330.0,282.0,885.0,1498.0
TM6SF1,238.0,20.0,78.0,211.0,207.0,361.0
TM7SF4,123.0,70.0,12.0,131.0,207.0,881.0
TMC6,262.0,225.5,435.0,332.0,97.5,405.0
TMC8,588.5,4173.0,1709.5,319.0,173.5,363.5
TMED8,289.0,1112.0,175.0,334.0,613.0,78.0
TMED9,297.0,313.0,155.0,231.0,910.0,371.0
TMEFF2,1426.0,96.0,175.0,1790.0,8084.0,65.0
TMEM138,222.0,256.0,228.0,159.0,2650.0,1481.0
TMEM149,190.0,44.0,209.0,266.0,210.0,958.0
TMEM154,208.0,84.0,113.0,4661.0,136.0,45.0
TMEM156,199.0,259.0,93.0,45.0,79.0,45.0
TMEM167A,119.0,1729.0,518.0,1054.0,1655.0,1626.0
TMEM206,271.0,330.0,196.0,162.0,1953.0,909.0
TMEM209,223.0,171.0,216.0,34.0,181.0,125.0
TMEM30A,482.0,309.0,599.0,1250.0,2157.0,2405.0
TMEM33,75.0,293.0,165.0,483.0,406.0,431.0
TMEM64,144.0,553.0,387.0,13.0,110.0,357.0
TMEM71,180.0,921.0,381.0,4779.0,202.0,453.0
TMIGD2,181.0,794.0,691.0,84.0,271.0,106.0
TMPO,222.0,1233.75,318.25,182.5,176.5,104.0
TNF,107.0,72.0,47.0,90.0,931.0,157.0
TNFAIP2,340.0,100.0,116.0,3323.0,1351.0,1197.0
TNFAIP3,172.5,3503.5,3097.0,382.5,1580.0,265.5
TNFAIP6,139.0,36.0,27.0,1567.5,5362.5,77.5
TNFAIP8,1406.5,1201.0,867.0,376.0,1897.0,819.0
TNFRSF10C,49.666666666666664,87.0,27.666666666666668,3609.3333333333335,53.666666666666664,27.333333333333332
TNFRSF17,143.0,98.0,286.0,29.0,9.0,20.0
TNFRSF18,135.0,733.5,110.0,212.0,473.0,112.0
TNFRSF1B,142.0,813.0,167.0,1050.0,4237.0,264.0
TNFRSF4,81.0,101.0,11.0,58.0,385.0,169.0
TNFRSF9,115.0,68.0,61.0,40.0,436.0,23.0
TNFSF13B,140.5,248.0,311.0,6294.5,787.5,2385.0
TNFSF8,170.0,768.0,307.0,153.0,109.0,125.0
TNIP1,197.0,288.0,79.0,1049.0,2518.0,418.0
TNIP3,79.0,2.0,90.0,20.0,805.0,16.0
TOP2A,15.0,44.5,70.0,30.0,41.0,28.0
TOR3A,298.0,201.0,166.0,175.0,178.0,93.0
TPP1,356.0,147.0,218.0,153.0,397.0,611.0
TPRG1,127.0,166.0,82.0,45.0,102.0,1826.0
TPX2,309.0,12.0,65.0,292.0,23.0,50.0
TRAC,122.0,2275.0,716.0,288.0,69.0,76.0
TRADD,127.0,497.0,185.0,193.0,69.0,70.0
TRAF1,120.5,154.5,159.5,115.5,691.5,234.0
TRAF3IP3,523.0,521.0,700.0,83.0,123.0,135.5
TRAFD1,119.0,138.33333333333334,125.0,268.0,130.0,167.0
TRAM1,468.5,650.5,278.0,165.5,375.0,415.0
TRAM2,136.0,63.0,193.0,180.0,37.0,80.0
TRAT1,10.0,474.0,290.0,57.0,69.0,19.0
TRD@,140.0,516.6666666666666,596.3333333333334,133.0,69.33333333333333,86.66666666666667
TREM1,129.0,67.0,24.0,2218.0,2570.0,81.0
TREM2,16.0,8.0,10.0,114.0,21.0,2154.0
TRERF1,160.0,98.0,184.0,475.0,115.0,309.0
TRIB1,49.0,61.0,80.0,102.0,316.0,226.0
TRIM25,354.0,3195.0,1042.0,3082.0,2730.0,658.0
TRIM38,756.5,116.0,138.5,633.5,255.0,141.0
TRIM59,81.0,446.0,379.0,21.0,114.0,43.0
TRIM69,245.0,441.0,214.0,98.0,67.0,71.0
TRMT6,132.0,250.5,170.5,82.0,211.0,174.5
TRPV2,33.0,258.0,366.0,37.0,401.0,604.0
TSC22D3,1148.0,687.0,901.0,800.0,93.0,36.0
TSEN15,256.0,219.0,406.0,171.0,246.0,290.0
TSEN34,70.0,39.0,104.0,1796.0,176.0,177.0
TSEN54,219.0,1231.0,1664.0,289.0,126.0,297.0
TTYH2,81.5,51.5,124.5,156.5,226.5,226.0
TXNDC11,205.0,354.0,187.0,52.0,529.0,603.0
TXNDC15,147.0,72.0,219.0,160.0,203.0,54.0
TXNRD1,66.0,96.0,103.0,451.0,2737.0,817.0
TYMP,80.0,63.0,55.0,587.0,372.0,217.0
TYMS,223.0,111.0,384.0,188.0,69.0,97.0
UBE2C,145.0,105.0,68.0,286.0,97.0,77.0
UBE2D1,59.0,10.0,80.0,865.0,555.0,197.0
UBE2F,75.33333333333333,1005.0,288.3333333333333,432.0,294.0,481.3333333333333
UBE2G1,195.33333333333334,359.0,256.3333333333333,305.6666666666667,214.66666666666666,178.33333333333334
UBE2J1,284.0,340.2,447.6,677.8,511.2,317.6
UBE2S,212.0,150.0,192.0,227.0,481.0,213.0
UBE2T,22.0,2501.0,99.0,12.0,42.0,33.0
UBE2Z,229.0,1551.0,1832.0,523.0,2191.0,770.0
UBN1,102.0,124.0,129.0,1418.0,260.0,212.0
UBXN4,330.0,82.0,338.0,695.0,497.0,243.0
UCP2,1675.0,933.0,366.0,1048.0,2985.0,2461.0
UFM1,161.0,194.0,147.0,117.0,444.0,202.0
UGCG,115.0,73.0,51.0,241.0,850.0,126.0
UHMK1,188.5,686.0,867.5,446.0,1099.5,639.5
UHRF1,51.0,3203.0,140.0,169.0,18.0,84.0
UHRF1BP1,219.0,944.0,336.0,253.0,465.0,750.0
UNC93B1,494.0,283.0,102.0,1030.0,248.0,765.0
UPP1,16.0,65.0,87.0,138.0,1207.0,609.0
USO1,211.0,72.0,79.0,179.0,317.0,224.0
USP1,295.0,174.0,208.0,272.0,185.0,137.0
USP10,163.0,220.0,203.0,2855.0,126.0,363.0
USP15,193.5,176.0,167.5,2508.5,308.0,345.5
USP16,244.0,209.0,206.0,160.0,447.0,636.0
USP18,32.0,59.0,60.0,24.0,46.0,42.0
USP3,345.0,470.0,88.0,420.0,287.0,287.0
VASP,300.0,395.0,110.0,2028.0,1447.0,1103.0
VCAN,77.6,7.6,21.4,115.6,1050.2,71.8
VNN2,165.0,115.0,118.0,1824.0,474.0,19.0
VPREB3,705.0,6.0,31.0,83.0,71.0,34.0
VPS37C,65.0,51.0,21.0,277.0,900.0,343.0
WAS,285.0,823.0,728.0,3031.0,1257.0,598.0
WBSCR22,114.0,139.0,112.0,78.0,109.0,174.0
WDFY1,121.0,915.0,297.0,121.0,732.0,662.0
WDR1,188.0,31.0,183.0,249.0,296.0,385.0
WDR4,15.0,484.0,181.0,7.0,143.0,196.0
WHAMM,264.0,1168.0,194.0,27.0,263.0,227.0
WHSC1L1,701.0,1292.0,1084.0,2334.0,716.0,494.0
WIPF1,315.6666666666667,625.0,683.0,1376.6666666666667,192.33333333333334,268.3333333333333
WNT10A,157.0,168.0,62.0,74.0,114.0,140.0
WNT5A,127.0,61.5,26.5,101.5,1216.5,195.5
WTAP,671.0,536.3333333333334,575.3333333333334,1432.3333333333333,2345.6666666666665,357.6666666666667
XAF1,276.0,735.0,555.0,377.0,1109.0,755.0
XCL1,32.0,210.0,395.0,44.0,50.0,35.0
XPO5,5.0,929.0,188.0,53.0,359.0,247.0
XPO6,197.5,311.0,285.5,2159.5,266.0,272.0
YME1L1,259.0,740.0,808.0,222.0,294.0,78.0
YPEL1,85.5,164.5,226.0,126.5,40.5,44.0
YPEL3,388.0,583.5,926.0,4147.0,297.5,211.0
YRDC,107.0,477.0,565.0,115.0,1069.0,411.0
YWHAB,309.0,247.0,827.0,1578.0,847.0,520.0
YY1,525.0,2843.0,1422.0,2848.0,1469.0,985.0
ZAP70,33.0,1026.0,415.0,45.0,22.0,20.0
ZBED2,251.0,60.0,43.0,248.0,52.0,47.0
ZBP1,117.0,227.0,286.0,352.0,36.0,9.0
ZBTB1,646.0,503.0,1044.0,122.0,274.0,234.0
ZC3H12C,44.0,138.0,48.0,176.0,1652.0,288.0
ZC3H15,307.0,686.0,372.0,383.0,438.0,206.0
ZC3H7A,191.0,310.0,532.0,568.0,280.0,364.0
ZC3HAV1,348.0,2255.5,1244.0,424.5,471.5,301.0
ZCCHC2,184.0,931.0,370.0,888.0,1249.0,1636.0
ZCCHC6,171.0,240.0,287.0,831.0,233.0,91.0
ZDHHC18,54.0,126.0,56.0,855.0,168.0,102.0
ZEB2,18.0,24.0,197.0,177.0,729.0,556.0
ZFP36L2,394.0,593.0,1680.0,440.0,50.0,166.0
ZFYVE16,71.0,40.0,54.0,250.0,771.0,264.0
ZNF217,113.0,105.0,210.0,955.0,368.0,430.0
ZNF367,72.0,1451.0,179.0,76.0,44.0,31.0
ZNF394,637.0,405.0,799.0,395.0,109.0,110.0
ZNF467,189.0,72.0,33.0,774.0,87.0,129.0
ZNF600,97.0,146.0,313.0,70.0,208.0,206.0
ZNF697,233.0,395.0,67.0,164.0,1613.0,818.0
ZNF746,156.0,241.0,209.0,3159.0,786.0,771.0
ZNFX1,227.0,600.0,641.0,1324.0,812.0,780.0
ZNRF1,99.0,1073.5,201.5,148.0,213.0,146.0
ZWINT,274.0,81.0,103.0,120.0,39.0,91.0
